,host_id,host_about,host_response_time,host_response_rate,host_is_superhost,host_verifications,calculated_host_listings_count,host_identity_verified,host_has_profile_pic
3008,190839780,"Hello beautiful guests.

My name is Vanessa and I live in Athens . I came here to study Agricultural Sciense (Animal and Aquaculture Sciense) but I felt in love with the city and I decided to stay. Now I'm working at the Hellenic Telecommunication Organization for the last 5 years. I have a lovable and friendly
cat named ""Funny"". He is 3 years old and total wonderful. He loves to cuddle. My husband is Greg , he is learning English, so be patient with him. You can find us as well on (Hidden by Airbnb) , with the name ""My_Other_Half_Adventure"" or by hashtag ""my_love_always_supports_him"".

Stay healthy and safe and see you soon .

Best Wishes to all.
Vanessa & Greg & Funny",within an hour,100%,t,"['email', 'phone', 'google', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3011,190943916,,,,f,"['email', 'phone']",1,f,t
3012,20507802,I am a medical professional who has years of experience as a traveller himself- lived in Italy for some years. Therefore I know well what visitors need and would like to offer a friendly enviroment and a reliable service. ,within a few hours,100%,t,"['email', 'phone', 'reviews']",1,f,t
3013,191052916,"We are Fotini and George and our wish is to make you feel welcome and comfortable, to enjoy the house and the downtown-Athens. 
 This is what our own experience, traveling a lot abroad, has taught us and this is what we would like to offer. 
 It would be a pleasure to meet you and you can count on us being at your service. We sincerely hope to fulfill your expectations. :-) ",,,t,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
3014,191112973,,,,f,"['email', 'phone']",1,f,t
3015,191139471,,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3018,191158203,,,,t,"['email', 'phone']",1,f,t
3019,190396567,,,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",2,f,t
3020,191161364,,within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,t,t
3021,191189458,,,,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,f,t
3022,70776731,,,,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,t,t
3023,185815336,"Hi I 'm Orestis! 
I 've spent almost my entire life in Athens, which at the moment is the best city in the world and know every street and every corner of it. I 'm an electrical engineer and a musician. Together with my roommate Marios (the guy with the sunglasses) we live in a great apartment in the heart of the city and as hosts we 're happy to share a lot of info and useful tips with you!",,,f,"['email', 'phone']",1,f,t
3025,191225871,,,,t,"['email', 'phone']",1,f,t
3026,191308741,,within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3027,105804943,,,,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3028,17435213,,within a day,100%,f,"['email', 'phone']",1,f,t
3029,191356610,,within an hour,90%,f,"['email', 'phone']",2,f,t
3031,156383094,,,,f,"['email', 'phone']",1,f,t
3032,434487,"The super traveller!!
I am from Athens,Greece,smiley ,optimistic,positive and open mind person.Want to discover new destinations,as much i can,with intresting people around our world.
U live once.
Live IT!",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id']",2,t,t
3034,191511397,"Hello! . I offer this apartment to you, looking for a perfect base on your visit to the wonderful city of Athens! Born and raised in the center of the city by traditional Greek families, I'm ready to welcome you and offer you the absolute Greek hospitality! Always available and pleased to assist with any kind of information needed about the city/apartment. Choose my home and enjoy a relaxing and enjoyable stay!
",a few days or more,0%,f,"['email', 'phone']",1,f,t
3035,191530509,,within an hour,100%,f,['phone'],7,t,t
3036,191523069,,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3037,191649851,,within an hour,100%,t,"['email', 'phone']",1,f,t
3038,82062801,,,,f,"['email', 'phone']",1,f,t
3039,130857493,,,,f,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",2,t,t
3041,103107555,,within an hour,100%,f,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",1,t,t
3043,2452266,"French frequent traveler, always willing to discover new horizons.",,,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
3045,186625270,i am a Fashion Designer and i deside to create this apartment because i love to create and share with other people  nice & cozy  places and to give them the opportunity to explore my beautiful country Athens.,a few days or more,0%,f,"['email', 'phone', 'work_email']",1,f,t
3046,865841,"I am artist and researcher. My name is Maria Papacharalambous (art, philosophy and psycology). “Moon” and “Sun” belong to ""ResArt Happy places"" which is an artistic project. My passion for old and ruin traditional houses, led me to renovate them with a lot of love and respect. 
I love creation, traveling and meeting people from all around the world. Looking forward meeting you.
",,,f,"['email', 'phone', 'facebook', 'reviews']",1,f,t
3048,191931031,,within an hour,100%,f,['phone'],2,f,t
3049,191940833,"Lacky parent , hard worker , lover of humanity, extreme sports, music, theater and travelliiiiing!!! ",,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3050,55663590,"Hello, I am George! I leave in Athens Greece. I am a musician, teacher and travel lover. 
",,,f,"['email', 'phone']",1,f,t
3051,88286813,,within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",6,t,t
3052,154426641,,within an hour,100%,t,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",1,t,t
3053,191545349,,within an hour,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3054,78056829,Hello I am Ani and I will be happy to host you :) ,,,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3055,192138465,"Positive thinker, open minded with an eye for detail and hospitality. ",within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3056,156146801,"Hi, I'm Dina! I'm from Greece and I live in Athens. I love my city, it's full of life,sun and craziness! I also love traveling,good food and good wines! My dream is to travel all over the world by train and I wish one day to make it true! ",,,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3057,192200150,,a few days or more,40%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3058,36107831,,within an hour,100%,t,"['email', 'phone', 'google', 'jumio', 'government_id']",1,t,t
3064,188656745,"Έχω γεννηθεί το 1983 στο Μαρούσι, Αττικής. Είμαι προγραμματιστής, τεχνικός υπολογιστών, ελεύθερος επαγγελματίας και επιχειρηματίας. 

Ασχολούμαι από τον Ιούλιο του 2018 με το Airbnb και διαθέτω ένα διαμέρισμα στο κέντρο της Αθήνας. Ετοιμάζω τώρα το 2ο διαμέρισμα. Έχω καταφέρει ήδη να κερδίσω την επιβράβευση του Airbnb, τον τίτλο του Superhost.

Μου αρέσει η φιλοσοφία και ασχολούμαι με την εξέλιξη του ανθρώπου και την καλυτέρευσή του. Έχω πτυχίο φιλοσοφίας στην ""Εφαρμοσμένη φιλοσοφία"", ""Δυτική φιλοσοφία"", ""Ηθική φιλοσοφία"" και διδάσκομαι τα τελευταία χρόνια τη ""Συγκριτική μελέτη θρησκειών και πολιτισμών""

Τον ελεύθερό μου χρόνο μου αρέσει να αθλούμαι, να ταξιδεύω, να παίζω παιχνίδια και να παίζω poker.

Λένε ότι έχω καλή αίσθηση του χιούμορ, αλλά θα χαρακτήριζα τον εαυτό μου εσωστρεφή.",within a few hours,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
3066,192266512,,,,f,"['email', 'phone']",1,f,t
3069,192295301,,within an hour,100%,t,"['email', 'phone', 'google']",1,f,t
3071,192435260,"Hello, my name is Tina and I live in Athens!  I love this apartment and I am sure you will love it too! I will be your host so feel free to ask me anything!  :)",within a day,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,f,t
3073,192510816,,within an hour,80%,f,"['email', 'phone', 'google']",1,t,t
3074,191429691,"Hello im George & i live in Greece ,Athens!
I love to travel and meet new people all around the world..
I have a loft in the center of Athens one breath away from ACROPOLIS and all sightseeings that i built and decorated with love with my friend and coowner Emilios to host people from all over the world!!",within a day,50%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",12,t,t
3077,174592213,"I am social,polite and I get along with other people well. I speak English  fluently  and I have travelled  a lot.",within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,t,t
3078,190729621,"I am Konstantinos, your host. I created Athens Grand Suite inspired by my perception of what would be the ideal apartment to live in or to be hosted in, in the heart of Athens. A great location with great views would be a prerequisite. Being a frequent traveler myself, I believe it is paramount to have easy access to all site seeing areas, to have restaurants/bars and shopping at an arm's length, as well as easy access to public transport. In the same time, I think it is very important to actually enjoy and relate to the interior aesthetics and feel at ease with your accommodation choice. I am very happy when I hear from guests that their stay at Athens Grand Suite exceeded their expectations and that in a way, it contributed in making their holiday unique. Please feel free to share queries, thoughts or ask for recommendations at any time.
Looking forward to meet you.",within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",2,t,t
